track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seg,genre,positividad
0slUoZIoRoTpW8frhPeAwh,ABUSADORA - En Vivo,La Mona Jimenez,10,0.507,0.574,4,-11.624,0,0.11,0.324,0.0145,0.247,0.8,149.93,250.453,0,0.0110145105263907
7j4xoOKbFKACjaA1PFTTV6,EL VIERNES - En Vivo,La Mona Jimenez,11,0.395,0.655,2,-11.906,0,0.0964,0.406,0.000182,0.466,0.611,157.305,276.629,0,0.3397371665543586
5bgNvsRA9HZIpNggdhIrpl,Y YA VES - En Vivo,La Mona Jimenez,11,0.427,0.58,0,-11.697,1,0.14,0.362,1.62e-05,0.304,0.678,150.331,284.245,0,0.2973754258779723
4GBrQON5hS2r6cXeY5N1BV,SE LO JURO VIEJA - En Vivo,La Mona Jimenez,10,0.363,0.633,4,-11.68,0,0.111,0.444,0.0,0.32,0.615,155.803,175.829,0,0.1080551311904537
2v6If9XyEv4d7fcQCQQeuL,AGUJITA DE ORO - En Vivo,La Mona Jimenez,9,0.453,0.633,7,-11.396,1,0.21,0.408,0.0,0.418,0.769,154.197,185.387,0,0.1884636656256128
3lHYJJurZmDRTBapPxeA49,OLVIDATE - En Vivo,La Mona Jimenez,9,0.415,0.634,5,-11.185,0,0.11,0.352,1.62e-05,0.232,0.838,160.558,247.893,0,0.3397371665543586
4vFCgbUAOCD4Ku3ZZbe8pd,TINTA CHINA - En Vivo,La Mona Jimenez,9,0.346,0.659,4,-11.145,0,0.0744,0.399,1.02e-05,0.275,0.485,154.678,273.152,0,0.2424578744641967
16g5qSa1Vf2r7FvBJSjXD4,SE FUE - En Vivo,La Mona Jimenez,10,0.408,0.535,0,-11.076,1,0.116,0.471,1.13e-05,0.115,0.13,155.565,282.283,0,0.1250183182770993
5aMik1Nb3u1qEeI8lM5sXz,NUEVE Y MEDIA - En Vivo,La Mona Jimenez,10,0.367,0.604,5,-11.877,1,0.082,0.111,0.000239,0.587,0.487,152.519,266.965,0,0.2133190901190071
1osWB1Z8ydMpmYTD74DPRz,RAMITO DE VIOLETA - EL FEDERAL - En Vivo,La Mona Jimenez,9,0.305,0.597,4,-12.298,0,0.0635,0.539,5.27e-05,0.897,0.307,156.051,722.261,0,0.1604760412602451
7rOG980nR5ELUKUVL3Iy4m,FUGITIVO - En Vivo,La Mona Jimenez,7,0.526,0.362,9,-14.697,0,0.0349,0.628,2.44e-05,0.728,0.695,81.735,268.288,0,0.3397371665543586
2O1gRjozI6PjU4ON6lhdVQ,LA DANZA DEL CHIVO - En Vivo,La Mona Jimenez,6,0.458,0.574,7,-13.463,1,0.0828,0.502,4.38e-05,0.378,0.844,148.584,190.549,0,0.3397371665543586
4b7B4auTQwLYxXpScFoBXI,PUNTO FINAL - En Vivo,La Mona Jimenez,8,0.493,0.618,4,-12.131,0,0.0849,0.668,0.000104,0.325,0.613,153.496,307.467,0,0.1761536709595769
7zLyRxb9HWvSmRN86rbitI,ARENA EN EL MAR - En Vivo,La Mona Jimenez,7,0.366,0.595,0,-12.6,1,0.084,0.647,0.000348,0.282,0.613,149.327,254.037,0,0.4964197981685634
0ydgET89s6GLOWeahx5T8T,BUSCO UN CORAZON - En Vivo,La Mona Jimenez,8,0.408,0.618,6,-12.285,0,0.0955,0.657,3.76e-06,0.138,0.68,156.902,254.208,0,0.1901428312302013
